ticket_key,category,type,confidence,reasoning,components
KHELP-11914,Costings-Margin-Markup,Bug-Defect,90,"The issue involves costs not updating properly in the builder when prices are changed, which is a costing calculation malfunction rather than user guidance needs.","Builder tab, itinerary builder, cost calculation system, service pricing updates"
KHELP-11913,Pricing-Engine-Calculation,Bug-Defect,95,"The pricing calculation process is broken due to missing prices causing 408 timeout errors, which is a clear system defect in the pricing engine functionality.","Itinerary, Pricing overview, Calculate prices, 408 timeout error, Missing prices"
KHELP-11912,Data-Configuration,Bug-Defect,85,"An automation is unexpectedly changing record types after enquiry creation, which is not working as the user configured it, making this a defect in the data configuration system.","Enquiry Object, Record Types, Automation, ATI Website Integration, Debug Logs"
KHELP-11911,Data-Configuration,Configuration-Setup,95,"This is a request for help configuring KTAPI server connections after a UAT environment refresh, which is clearly a system configuration setup task rather than a bug or how-to question.","UAT environment, KTAPI server, system connections, environment refresh, Fiji release"
KHELP-12076,Package-Search-Filters,Bug-Defect,85,"The user is experiencing a search functionality issue where their Promotion Search API call returns no results when they expect results, indicating a defect in the package search filtering system.","KTAPI, Promotion Search API, search parameters (channel_id, guests, date_from_range_start, date_from_range_end, include_departure_days)"
KHELP-12075,Permissions-Access-Security,How-To-Question,85,"User is asking ""why is authorization required?"" which is seeking guidance about system authorization behavior rather than reporting a defect, and involves access control/permissions functionality.","CustomerContent, Itinerary, Authorization system"
KHELP-12074,Cabin-Room-Assignment,How-To-Question,90,"User is seeking guidance on how to automate room group ID assignment via API to match existing UI behavior, not reporting a defect but asking for implementation advice.","API data insertion, Room Group ID assignment, Passenger field KaptioTravel__AllocationId__c, Trip/Itinerary/Passengers"
KHELP-12073,Land-Service-Search,Feature-Request,95,"The user is requesting new functionality to remove segments from linked rail searches, which is a land service search enhancement that doesn't currently exist.","Linked Rail Search, Segments, Rail suppliers, Confirmations"
KHELP-12072,Service-Configuration,Bug-Defect,95,"The system incorrectly pulls supplier location instead of service location for geolocation and prevents proper data correction, indicating defective behavior in service configuration functionality.","Service geolocation, supplier address mapping, coordinate lookup, manual data entry"
KHELP-12071,Passenger-Data-Entry,Bug-Defect,95,"The tab key navigation in passenger data entry is malfunctioning where cursor appears in correct field but typing affects wrong field, which is a clear UI defect.","Passenger Tab, first name field, last name field, tab key navigation, field focus"
KHELP-12070,Payment-UI-Forms,Bug-Defect,95,"The payment interface is displaying inconsistent deposit amounts (1,239.54 EUR vs 1,176.36 EUR), indicating a defect in how payment totals are calculated or displayed in the UI forms.","Deposit payment selection, Payment amount display, Payment total calculation"
KHELP-12069,Builder-Addons-Supplements,Bug-Defect,95,"This is a bug in the itinerary builder's add-on functionality where price recalculation is not working correctly when dates are changed, representing broken expected behavior.","Itinerary Builder, Service Add-ons, Price Recalculation, Add-on Popup"
KHELP-12068,Document-Delivery-Issues,Bug-Defect,95,"This is a bug where document links sent via email are throwing errors when guests try to access them, which is a clear document delivery malfunction rather than a generation issue.","Option documents, email delivery, document URLs, send & publish functionality, customer content links"
KHELP-12067,Pricing-Engine-Calculation,Bug-Defect,95,"The user is reporting inconsistent pricing calculations between Price Manager and Costings for the same product, indicating a defect in the pricing engine logic.","Price Manager, Costings, pricing calculations, duration-based pricing"
KHELP-12066,Documents-PNR-Import,Feature-Request,85,"User is requesting new functionality to add flight duration to flight placeholders (comparing it to existing PNR import capability), and this involves document/PNR-related functionality.","Flight placeholders, PNR import, flight duration, Customer Notes, FlightStats API"
KHELP-12065,Booking-Amendments,Bug-Defect,95,"The system is throwing an ""Apex Heap Size too large"" error when trying to merge amendments, indicating a technical defect in the amendment merging functionality.","Amendment merging, Apex heap size, amendment records 2454629/3 and 2343083/3"
KHELP-12064,Pricing-Engine-Calculation,Bug-Defect,95,"This is a bug in the pricing engine where rejected departures are incorrectly included in Pricing Overview calculations when they should be filtered out, causing incorrect pricing behavior.","Pricing Overview, Departures, Elements integration, weighted average calculations"
